CreditScore,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Geography_Germany,Geography_Spain,AgeGroup,CLV,ChurnProbability,ChurnRishkFlag,CustomerId
846,0,38,5,0.0,1,1,1,187616.16,0,False,False,Middle,93808.08000000002,0.26739542508872305,0,15625047
577,1,25,3,0.0,2,0,1,124508.29,0,False,False,Young,37352.487,0.08124585129941482,0,15738191
756,1,36,2,136815.64,1,1,1,170041.95,0,True,False,Middle,170824.03000000003,0.3761641849284079,0,15736816
571,1,44,9,0.0,2,0,0,38433.35,0,False,False,Middle,34590.015,0.45323201996668105,0,15700772
574,0,43,3,141349.43,1,1,1,100187.43,0,True,False,Middle,171405.65899999999,0.6758240881809989,1,15728693
411,1,29,0,59697.17,2,1,1,53483.21,0,False,False,Young,59697.17,0.1424796875256959,0,15656300
591,0,39,3,0.0,3,1,0,140469.38,1,False,True,Middle,42140.814000000006,0.5226463589734404,1,15589475
533,1,36,7,85311.7,1,0,1,156731.91,0,False,False,Middle,195024.037,0.22613735261109663,0,15706552
553,1,41,9,110112.54,2,0,0,81898.81,0,True,False,Middle,183821.46899999998,0.6719848729917404,1,15750181
520,0,42,6,0.0,2,1,1,34410.55,0,False,True,Middle,20646.33,0.3725667693579777,0,15659428
722,0,29,9,0.0,2,1,1,142033.07,0,False,True,Young,127829.76300000002,0.16378510739480398,0,15732963
475,0,45,0,134264.04,1,1,0,27822.99,1,False,False,Middle,134264.04,0.7640125594070364,1,15794171
490,1,31,3,145260.23,1,0,1,114066.77,0,False,True,Middle,179480.261,0.2146709798172095,0,15788448
804,1,33,7,76548.6,1,0,1,98453.45,0,False,True,Middle,145466.015,0.1661860122373535,0,15729599
850,1,36,7,0.0,1,1,1,40812.9,0,False,False,Middle,28569.03,0.14033306186214559,0,15717426
582,1,41,6,70349.48,2,0,1,178074.04,0,True,False,Middle,177193.90399999998,0.4431805819242046,0,15585768
472,1,40,4,0.0,1,1,0,70154.22,0,False,True,Middle,28061.688000000002,0.4690491319940467,0,15619360
465,0,51,8,122522.32,1,0,0,181297.65,1,False,False,Senior,267560.44,0.8270412290929788,1,15738148
556,0,61,2,117419.35,1,1,1,94153.83,0,False,False,Elder,136250.116,0.7879513901332856,1,15687946
834,0,49,2,131394.56,1,0,0,194365.76,1,False,False,Senior,170267.712,0.7592985536134607,1,15755196
660,0,61,5,155931.11,1,1,1,158338.39,0,False,True,Elder,235100.305,0.806788365352294,1,15684171
776,0,32,4,109421.13,2,1,1,126517.46,0,True,False,Middle,160028.114,0.38910436288955647,0,15754849
829,0,27,9,112045.67,1,1,1,119708.21,1,True,False,Young,219783.059,0.3049285937413022,0,15602280
637,0,39,9,137843.8,1,1,1,117622.8,1,True,False,Middle,243704.32,0.576601090355462,1,15771573
550,1,38,2,103391.38,1,0,1,90878.13,0,True,False,Middle,121567.00600000001,0.4413390462233892,0,15766205
776,0,37,2,103769.22,2,1,0,194099.12,0,True,False,Middle,142589.044,0.6970204360841938,1,15771873
698,1,44,10,116363.37,2,1,0,198059.16,0,True,False,Middle,314422.53,0.7230306182332602,1,15616550
585,1,36,5,146050.97,2,0,0,86424.57,0,True,False,Middle,189263.255,0.6171230466826694,1,15768193
788,0,33,5,0.0,2,0,0,116978.19,0,False,False,Middle,58489.095,0.37420767424525586,0,15683553
655,1,41,8,125561.97,1,0,0,164040.94,1,True,False,Middle,256794.722,0.7049694034814616,1,15702298
601,1,42,1,98495.72,1,1,0,40014.76,1,True,False,Middle,102497.196,0.7196326789862822,1,15569590
619,1,43,1,125211.92,1,1,1,113410.49,0,False,False,Middle,136552.969,0.34420927062214485,0,15760861
656,1,45,5,127864.4,1,1,0,87107.57,0,False,False,Middle,171418.185,0.5877208772951688,1,15630053
725,1,19,0,75888.2,1,0,0,45613.75,0,True,False,Young,75888.2,0.2839774651118064,0,15647091
511,0,66,4,0.0,1,1,0,1643.11,1,False,True,Elder,657.244,0.9164684413807206,1,15623944
614,1,51,4,40685.92,1,1,1,46775.28,0,False,False,Senior,59396.032,0.4264123620258637,0,15804771
742,1,35,5,136857.0,1,0,0,84509.57,0,True,False,Middle,179111.785,0.5875800807162455,1,15651280
687,0,27,9,152328.88,2,0,0,126494.82,0,True,False,Young,266174.218,0.5637505425137517,1,15773469
555,1,33,1,56084.69,2,0,0,178798.13,0,False,True,Middle,73964.503,0.34965682854482527,0,15702014
684,1,56,8,78707.16,1,1,1,99398.36,0,False,True,Senior,158225.848,0.5508871072566015,1,15751208
603,1,26,4,109166.37,1,1,1,92840.67,0,True,False,Young,146302.638,0.2226201751726881,0,15592461
751,0,36,6,169831.46,2,1,1,27758.36,0,True,False,Middle,186486.476,0.49342605147654217,0,15789484
581,0,34,1,101633.04,1,1,0,110431.51,0,True,False,Middle,112676.19099999999,0.7037812162806268,1,15696061
735,1,43,10,123180.01,2,1,1,196673.28,0,True,False,Middle,319853.29000000004,0.48900537888380263,0,15641582
661,0,35,5,150725.53,2,0,1,113656.85,0,True,False,Middle,207553.95500000002,0.5001426528060584,1,15638424
675,0,21,8,98373.26,1,1,0,18203.0,0,False,False,Young,112935.66,0.2401521229843055,0,15755648
738,1,58,2,133745.44,4,1,0,28373.86,1,True,False,Senior,139420.212,0.8667175810379948,1,15703793
813,1,29,6,0.0,1,1,0,33953.87,0,False,False,Young,20372.322000000004,0.19986178318315834,0,15620344
657,0,37,0,163607.18,1,0,1,44203.55,0,False,True,Middle,163607.18,0.43182716288757056,0,15812518
604,0,25,5,157780.84,2,1,1,58426.81,0,True,False,Young,186994.245,0.31787140356303867,0,15779052
519,1,36,9,0.0,2,0,1,145562.4,0,False,False,Middle,131006.15999999999,0.17302014014908731,0,15770811
735,0,21,1,178718.19,2,1,0,22388.0,0,False,False,Young,180956.99,0.29718821055623196,0,15780961
664,1,55,8,0.0,2,1,1,139161.64,0,False,False,Senior,111329.31200000002,0.4398963352275252,0,15614049
678,0,32,9,0.0,1,1,1,148210.64,0,False,False,Middle,133389.57600000003,0.20140719549017994,0,15662085
757,1,33,5,77253.22,1,0,1,194239.63,0,False,True,Middle,174373.035,0.17962273652095684,0,15575185
416,0,41,10,122189.66,2,1,0,98301.61,0,True,False,Middle,220491.27000000002,0.7970527785589944,1,15803136
665,0,34,1,96645.54,2,0,0,171413.66,0,False,False,Middle,113786.90599999999,0.48295794108212003,0,15706021
777,0,32,2,0.0,1,1,0,136458.19,1,False,False,Middle,27291.638000000003,0.3772733214553549,0,15663706
543,0,36,3,0.0,2,0,0,26019.59,0,False,False,Middle,7805.877,0.4806270744263834,0,15641732
506,0,34,4,90307.62,1,1,1,159235.29,0,False,False,Middle,154001.736,0.3037099354576664,0,15701164
493,0,46,4,0.0,2,1,0,1907.66,0,False,False,Senior,763.0640000000001,0.6598154263043396,1,15738751
652,0,75,10,0.0,2,1,1,114675.75,0,False,True,Elder,114675.75,0.8728639399419087,1,15805254
750,1,22,3,121681.82,1,1,0,128643.35,1,False,True,Young,160274.825,0.20347201475564866,0,15762418
729,1,30,9,0.0,2,1,0,151869.35,0,False,False,Young,136682.415,0.21556729033240912,0,15625759
646,0,46,4,0.0,3,1,0,93251.42,1,False,False,Senior,37300.568,0.6151915534994935,1,15622897
635,0,28,3,81623.67,2,1,1,156791.36,0,True,False,Young,128661.078,0.325652343305348,0,15767954
647,0,44,5,0.0,3,1,1,174205.22,1,False,True,Middle,87102.61,0.38193882563914555,0,15757535
808,1,45,7,118626.55,2,1,0,147132.46,0,False,False,Middle,221619.272,0.5340670650626884,1,15731511
524,0,36,10,0.0,2,1,0,109614.57,0,False,False,Middle,109614.57000000002,0.45292247415868525,0,15809248
769,1,29,8,0.0,2,1,1,172290.61,0,False,False,Young,137832.48799999998,0.09175930307074073,0,15640635
730,1,42,4,0.0,2,0,1,85982.47,0,False,True,Middle,34392.988000000005,0.24451093960066483,0,15676966
515,1,35,10,176273.95,1,0,1,121277.78,0,False,True,Middle,297551.73000000004,0.27133192503680503,0,15699461
773,1,41,9,102827.44,1,0,1,64595.25,0,False,True,Middle,160963.165,0.2754873149616033,0,15738721
814,1,29,8,97086.4,2,1,1,197276.13,0,True,False,Young,254907.304,0.22045255885482137,0,15693683
710,1,22,8,0.0,2,0,0,99645.04,0,False,True,Young,79716.032,0.14275320660007979,0,15604348
413,1,34,9,0.0,2,0,0,6534.18,0,False,False,Middle,5880.762000000001,0.29320146183288454,0,15633059
665,0,40,6,0.0,1,1,1,161848.03,0,False,False,Middle,97108.818,0.324734610196449,0,15808582
623,0,44,6,0.0,2,0,0,167162.43,0,False,False,Middle,100297.458,0.6151533075989164,1,15743192
738,1,31,9,82674.15,1,1,0,41970.72,0,False,False,Middle,120447.798,0.26438840913311884,0,15580146
528,1,36,7,0.0,2,1,0,60536.56,0,False,True,Middle,42375.592000000004,0.34713156261410577,0,15776605
670,0,65,1,0.0,1,1,1,177655.68,1,False,True,Elder,17765.568,0.7860940877374164,1,15804919
622,0,46,4,107073.27,2,1,1,30984.59,1,False,True,Senior,119467.106,0.5150169111984169,1,15613854
582,1,32,1,88938.62,1,1,1,10054.53,0,True,False,Middle,89944.07299999999,0.32232964618988985,0,15599195
785,0,36,2,99806.85,1,0,1,36976.52,0,True,False,Middle,107202.15400000001,0.4989480244853535,0,15812878
605,1,33,5,150092.8,1,0,0,71862.79,0,False,True,Middle,186024.19499999998,0.41795843127236765,0,15602312
479,1,35,9,92833.89,1,1,0,99449.86,1,True,False,Middle,182338.76400000002,0.5834936057484453,1,15744689
685,1,30,3,90536.81,1,0,1,63082.88,0,True,False,Young,109461.674,0.26918913611177614,0,15803526
538,1,39,7,108055.1,2,1,0,27231.26,0,True,False,Middle,127116.982,0.6288845319022224,1,15665790
562,1,42,2,100238.35,1,0,0,86797.41,0,False,False,Middle,117597.83200000001,0.5499071175497223,1,15715951
675,1,36,9,106190.55,1,0,1,22994.32,0,False,True,Middle,126885.43800000001,0.21104730395678328,0,15591100
721,1,28,9,154475.54,2,0,1,101300.94,1,True,False,Young,245646.386,0.235021583623868,0,15609618
628,0,30,9,132351.29,2,1,1,74169.13,0,True,False,Young,199103.507,0.36930104904493694,0,15675522
668,0,37,6,167864.4,1,1,0,115638.29,0,True,False,Middle,237247.374,0.7613991856068225,1,15705512
506,0,41,1,0.0,2,1,0,31766.3,0,False,False,Middle,3176.63,0.5872413620401779,1,15698028
524,0,31,8,107818.63,1,1,0,199725.39,1,True,False,Middle,267598.94200000004,0.6666053229536422,1,15661670
699,1,34,4,185173.81,2,1,0,120834.48,0,True,False,Middle,233507.602,0.5822644657442361,1,15600781
828,1,34,8,129433.34,2,0,0,38131.77,0,False,False,Middle,159938.756,0.317752277061321,0,15682472
674,1,39,6,120193.42,1,0,0,100130.95,0,False,True,Middle,180271.99,0.4987242763525819,0,15580203
656,0,39,6,0.0,2,1,0,141069.88,0,False,False,Middle,84641.92800000001,0.5024919288165653,1,15690673
684,0,48,10,126384.42,1,1,1,198129.36,0,True,False,Senior,324513.77999999997,0.7374603579987107,1,15760085
625,0,28,3,0.0,1,0,0,183646.41,0,False,False,Young,55093.923,0.3376692451816579,0,15779659
432,1,42,9,152603.45,1,1,0,110265.24,1,False,False,Middle,251842.16600000003,0.577895748239805,1,15627360
549,0,52,1,0.0,1,0,1,8636.05,1,False,False,Senior,863.605,0.5971687487253908,1,15671137
625,1,56,0,148507.24,1,1,0,46824.08,1,True,False,Senior,148507.24,0.8968772533016203,1,15782688
828,0,41,7,0.0,2,1,0,171378.77,0,False,False,Middle,119965.139,0.5139706667908298,1,15575492
770,1,24,9,101827.07,1,1,0,167256.35,0,False,False,Young,252357.78500000003,0.19869475220514846,0,15591607
758,0,34,3,0.0,2,1,1,124226.16,0,False,False,Middle,37267.848,0.20616484857577383,0,15740404
795,0,33,9,130862.43,1,1,1,114935.21,0,True,False,Middle,234304.119,0.4279226907559125,0,15718369
687,1,38,9,122570.87,1,1,1,35608.88,0,False,False,Middle,154618.862,0.2208490753514639,0,15677871
686,1,25,1,0.0,2,0,1,16459.37,0,False,False,Young,1645.937,0.08054605324910592,0,15642004
789,1,39,7,124828.46,2,1,1,124411.08,0,True,False,Middle,211916.21600000001,0.3880769911565316,0,15712543
589,0,50,5,144895.05,2,1,1,34941.23,0,True,False,Senior,162365.66499999998,0.756284942000219,1,15584518
461,0,34,5,63663.93,1,0,1,167784.28,0,True,False,Middle,147556.07,0.4849070450477055,0,15802381
637,1,40,2,133463.1,1,0,1,93165.34,0,False,False,Middle,152096.168,0.3025060575466073,0,15610156
584,0,48,2,213146.2,1,1,0,75161.25,1,False,True,Senior,228178.45,0.8298726876260216,1,15594408
579,0,35,1,129490.36,2,0,1,8590.83,1,False,True,Middle,130349.443,0.3620370015104815,0,15640905
756,1,44,10,137452.09,1,1,0,189543.9,0,True,False,Middle,326995.99,0.7421986821066991,1,15698932
663,1,34,7,0.0,2,1,1,180427.24,0,False,False,Middle,126299.068,0.13883288843252134,0,15724944
682,0,43,5,125851.93,1,1,1,193318.33,0,False,False,Middle,222511.09499999997,0.46092592055280274,0,15628145
793,1,52,2,0.0,1,1,0,159123.82,1,False,True,Senior,31824.764000000003,0.6417953940533755,1,15713483
691,0,31,5,40915.55,1,1,0,126213.84,1,False,False,Middle,104022.47,0.3950538886246871,0,15612350
485,0,21,5,113157.22,1,1,1,54141.5,0,False,True,Young,140227.97,0.15724644244440425,0,15800703
635,0,29,8,138296.94,2,1,0,141075.51,0,False,True,Young,251157.348,0.4336133855906956,0,15705707
650,1,37,5,106967.18,1,0,0,24495.03,0,False,False,Middle,119214.69499999999,0.42582688245223904,0,15754105
735,1,44,9,120681.63,1,1,0,74836.34,0,False,False,Middle,188034.336,0.5305034857618735,1,15703264
416,1,32,0,0.0,2,0,1,878.87,0,False,False,Middle,0.0,0.15990907223982723,0,15794413
754,0,32,7,0.0,2,1,0,89520.75,0,False,True,Middle,62664.525,0.369919536189985,0,15650237
535,0,48,9,0.0,1,1,0,149892.79,1,False,False,Senior,134903.51100000003,0.7064483762673529,1,15759618
716,1,42,8,0.0,2,1,0,180800.42,0,False,True,Middle,144640.336,0.4460139307094309,0,15811589
539,1,37,2,127609.59,1,1,0,98646.22,0,False,False,Middle,147338.834,0.46677809086016053,0,15689044
614,0,43,6,0.0,2,1,1,109041.53,0,False,False,Middle,65424.918,0.3579741988590038,0,15709368
706,1,57,7,0.0,1,1,0,17941.16,1,False,True,Senior,12558.812,0.7153930893232192,1,15679145
758,0,33,7,0.0,2,0,0,82996.47,0,False,False,Middle,58097.52900000001,0.36883344657872524,0,15655007
586,0,28,2,0.0,2,1,1,92067.35,0,False,True,Young,18413.47,0.17391417168420828,0,15623595
646,0,73,6,97259.25,1,0,1,104719.66,0,False,False,Elder,160091.046,0.8909072913773585,1,15589975
631,0,33,4,123246.7,1,0,0,112687.57,0,True,False,Middle,168321.728,0.6927823610788848,1,15804017
717,0,22,6,101060.25,1,0,1,84699.56,0,False,True,Young,151879.986,0.1450862935198123,0,15692132
684,1,30,2,0.0,2,1,0,83473.82,0,False,False,Young,16694.764000000003,0.22851049910919446,0,15641122
800,0,49,7,108007.36,1,0,0,47125.11,0,False,False,Senior,140994.937,0.7369292388898261,1,15630910
721,0,36,2,0.0,2,1,1,106977.8,0,False,True,Middle,21395.56,0.26054955249327866,0,15680772
683,1,29,0,133702.89,1,1,0,55582.54,1,False,True,Young,133702.89,0.3384941529861855,0,15658929
660,1,31,9,125189.75,2,1,1,139874.43,0,True,False,Middle,251076.737,0.2732242444664619,0,15585388
704,0,24,7,113034.22,1,1,0,162503.48,1,True,False,Young,226786.65600000002,0.5010836427555704,1,15724623
615,0,41,9,109013.23,1,1,0,196499.96,0,False,True,Middle,285863.194,0.6773734560965532,1,15588537
667,0,39,2,0.0,2,1,0,40721.24,1,False,True,Middle,8144.248,0.5405394340308162,1,15574692
682,1,24,9,57929.81,2,0,0,53134.3,0,True,False,Young,105750.68,0.2968715795225587,0,15611325
484,0,29,4,130114.39,1,1,0,164017.89,0,False,False,Young,195721.546,0.45683664947989566,0,15587562
628,1,27,5,95826.49,2,1,0,155996.96,0,True,False,Young,173824.97,0.40135521029601845,0,15613172
480,1,44,10,129608.57,1,1,0,5472.7,1,True,False,Middle,135081.27000000002,0.7299626984959965,1,15651022
578,1,30,4,169462.09,1,1,0,112187.11,0,False,False,Young,214336.934,0.3514826497540883,0,15586310
512,1,40,5,0.0,2,1,1,146457.83,0,False,False,Middle,73228.915,0.21950919279877817,0,15625524
484,0,35,7,133868.21,1,1,1,27286.1,0,False,True,Middle,152968.47999999998,0.35288702303725156,0,15755209
510,0,30,0,0.0,2,1,1,130553.47,0,False,False,Young,0.0,0.1892194938423429,0,15645248
606,1,36,5,190479.48,2,0,0,179351.89,0,True,False,Middle,280155.42500000005,0.6486956815466578,1,15790355
597,0,40,8,101993.12,1,0,1,94774.12,0,False,True,Middle,177812.416,0.42059142082422,0,15762615
754,0,55,3,161608.81,1,1,0,8080.85,1,True,False,Senior,164033.065,0.9248051906949679,1,15625426
850,0,45,2,122311.21,1,1,1,19482.5,0,False,True,Middle,126207.71,0.5027268043143583,1,15716334
510,1,65,2,0.0,2,1,1,48071.61,0,False,False,Elder,9614.322,0.6685587787575751,1,15789669
778,0,45,1,162150.42,2,1,0,174531.27,0,True,False,Middle,179603.54700000002,0.8338369004418281,1,15621075
636,1,42,2,0.0,2,1,1,55470.78,0,False,False,Middle,11094.156,0.23771538285364746,0,15810845
804,0,50,4,0.0,1,1,1,8546.87,1,False,False,Senior,3418.7480000000005,0.48083226391524475,0,15719377
514,1,32,8,0.0,2,1,0,95857.18,0,False,False,Middle,76685.74399999999,0.2631479418128116,0,15654506
730,0,39,1,99010.67,1,1,0,194945.8,0,False,False,Middle,118505.25,0.579932327030036,1,15771977
525,0,37,0,0.0,1,0,1,131521.72,0,False,True,Middle,0.0,0.33469417779361926,0,15708710
616,1,30,5,0.0,2,0,1,196108.51,0,False,True,Young,98054.255,0.1242595787449309,0,15726676
687,0,34,7,111388.18,2,1,0,148564.76,0,True,False,Middle,215383.512,0.6637752240658925,1,15587421
715,0,41,8,56214.85,2,0,0,92982.61,1,False,False,Middle,130600.938,0.5639263377369925,1,15726931
512,0,36,3,84327.77,2,1,0,17675.36,0,False,False,Middle,89630.378,0.5351218206171506,1,15771086
479,1,40,1,0.0,2,0,0,114996.43,0,False,False,Middle,11499.643,0.43553511080277696,0,15756850
601,1,32,8,93012.89,1,1,0,86957.42,0,False,False,Middle,162578.826,0.32028781535357453,0,15702741
580,1,29,9,61710.44,2,1,0,128077.8,0,False,True,Young,176980.46000000002,0.2674233769034122,0,15679200
807,1,35,3,174790.15,1,1,1,600.36,0,False,False,Middle,174970.258,0.21855198825658328,0,15594815
616,0,32,6,0.0,2,1,1,43001.46,0,False,True,Middle,25800.876000000004,0.204658621359738,0,15635905
721,1,37,3,107720.64,1,1,1,158591.12,0,True,False,Middle,155297.976,0.38179021161242405,0,15777892
501,1,57,10,0.0,2,1,1,47847.19,0,False,False,Senior,47847.19,0.4748430034188835,0,15656176
521,1,35,6,96423.84,1,1,0,10488.44,0,False,False,Middle,102716.904,0.3868113413939438,0,15811127
850,1,30,2,141040.01,1,1,1,5978.2,0,False,True,Young,142235.65000000002,0.16231718590629715,0,15604482
759,1,42,4,105420.18,1,0,1,121409.06,0,False,False,Middle,153983.804,0.2946181055751471,0,15622911
516,1,50,5,0.0,1,0,1,146145.93,1,False,True,Senior,73072.965,0.435215627212902,0,15600974
711,0,38,2,129022.06,2,1,1,14374.86,1,False,False,Middle,131897.032,0.3515929368415361,0,15727868
512,1,33,3,176666.62,1,1,0,94670.77,0,False,True,Middle,205067.851,0.4524951620584294,0,15627801
550,1,37,3,0.0,1,1,1,179670.31,0,False,False,Middle,53901.09299999999,0.19337821458347426,0,15773039
608,0,41,3,89763.84,1,0,0,199304.74,1,False,True,Middle,149555.262,0.6673972209827668,1,15755262
618,1,34,5,134954.53,1,1,1,151954.39,0,False,False,Middle,210931.725,0.20704131938645418,0,15679531
643,1,45,5,0.0,1,1,0,142513.5,1,False,False,Middle,71256.75,0.5076728781828872,1,15684181
671,1,45,2,106376.85,1,0,1,158264.62,0,False,False,Middle,138029.774,0.36191203182647563,0,15612087
689,1,33,2,161814.64,2,1,0,169381.9,0,True,False,Middle,195691.02000000002,0.5506724001305129,1,15752047
603,1,31,8,0.0,2,1,1,169915.02,0,False,False,Middle,135932.016,0.1171036175329429,0,15624592
620,0,41,9,0.0,2,0,0,88852.47,0,False,False,Middle,79967.223,0.5379405822736043,1,15573152
676,0,34,1,63095.01,1,1,1,40645.81,0,False,False,Middle,67159.591,0.27591547292536045,0,15594917
572,1,26,4,118287.01,2,0,0,60427.3,0,True,False,Young,142457.93,0.4140523155619368,0,15785542
668,1,47,7,106854.21,1,0,1,157959.02,1,True,False,Senior,217425.524,0.5873599293731535,1,15723488
695,1,46,7,49512.55,1,1,0,133007.34,0,False,False,Senior,142617.68800000002,0.5470816163971687,1,15680920
730,0,33,9,0.0,2,0,0,176576.62,0,False,True,Middle,158918.958,0.41664466191899335,0,15786308
807,1,43,1,105799.32,2,1,0,34888.04,1,False,False,Middle,109288.12400000001,0.5068085226812314,1,15659366
592,1,54,8,0.0,1,1,1,28737.71,1,False,False,Senior,22990.168,0.4318843009091121,0,15774854
726,0,31,9,114722.05,2,1,1,98178.57,0,False,False,Middle,203082.76300000004,0.21024176742994022,0,15725311
514,1,30,7,0.0,1,0,1,125010.24,0,False,True,Young,87507.168,0.13878562693416044,0,15787155
567,1,42,2,0.0,2,1,1,167984.61,0,False,False,Middle,33596.922,0.24102994817408377,0,15727829
850,1,33,10,0.0,1,1,0,4861.72,1,False,False,Middle,4861.72,0.22258268465064887,0,15733247
671,1,45,6,99564.22,1,1,1,108872.45,1,True,False,Middle,164887.69,0.5292979561713644,1,15568748
670,1,37,4,170557.91,2,1,0,198252.88,0,False,False,Middle,249859.062,0.44535200457739677,0,15699029
694,0,30,9,0.0,2,1,1,26960.31,0,False,False,Young,24264.279000000002,0.14538631578454658,0,15774393
547,0,39,6,74596.15,3,1,1,85746.52,1,True,False,Middle,126044.062,0.5070243342976436,1,15676895
751,1,50,2,96888.39,1,1,0,77206.25,1,True,False,Senior,112329.64,0.8038529503348701,1,15637753
594,0,29,3,130830.22,1,1,0,61048.53,0,True,False,Young,149144.779,0.6298265405477892,1,15605461
673,1,72,1,0.0,2,0,1,111981.19,0,False,False,Elder,11198.119,0.7600446256328728,1,15808473
610,1,40,0,0.0,2,1,0,62232.6,0,False,False,Middle,0.0,0.4148955341549728,0,15627000
512,0,37,1,0.0,2,0,1,156105.03,0,False,False,Middle,15610.503,0.28897246871841553,0,15787174
767,1,20,3,119714.25,2,0,1,150135.38,0,True,False,Young,164754.864,0.13592100610299315,0,15723886
585,0,67,5,113978.97,2,0,1,93146.11,0,False,False,Elder,160552.025,0.8379731442403126,1,15704769
763,1,42,6,100160.75,1,1,0,33462.94,1,True,False,Middle,120238.514,0.6679179976869206,1,15772896
712,0,29,2,0.0,1,1,1,144375.0,0,False,False,Young,28875.0,0.16739560337208245,0,15711540
539,0,43,3,116220.5,3,1,0,55803.96,1,True,False,Middle,132961.688,0.8061072341761942,1,15764866
668,0,46,2,0.0,3,1,0,89048.46,1,False,False,Senior,17809.692000000003,0.6187832995073168,1,15794056
703,1,28,2,81173.83,2,0,1,162812.16,0,False,False,Young,113736.262,0.11256802912562718,0,15795149
662,1,38,4,0.0,2,1,0,136259.65,0,False,True,Middle,54503.86,0.3772628374329864,0,15812009
725,0,39,5,116803.8,1,1,0,124052.97,0,True,False,Middle,178830.285,0.7588624902513995,1,15651001
703,1,37,8,105961.68,2,0,1,74158.8,0,False,False,Middle,165288.72,0.1993516955332173,0,15813844
659,1,67,6,117411.6,1,1,1,45071.09,1,True,False,Elder,144454.25400000002,0.8627940787971449,1,15596175
523,1,34,7,0.0,2,1,0,62030.06,0,False,True,Middle,43421.042,0.31405728165759533,0,15576269
635,0,40,10,123497.58,1,1,0,131953.23,1,False,False,Middle,255450.81,0.622566450139196,1,15797219
772,1,26,7,152400.51,2,1,0,79414.0,0,True,False,Young,207990.31,0.3809438647196925,0,15685500
545,0,26,1,0.0,2,1,1,199638.56,0,False,False,Young,19963.856,0.13827944280101861,0,15599792
634,1,24,8,103097.85,1,1,1,157577.29,0,True,False,Young,229159.68200000003,0.19078654518323368,0,15657566
739,1,54,8,126418.14,1,1,0,134420.75,1,True,False,Senior,233954.74,0.8521957006232558,1,15772423
771,0,36,5,77846.9,1,0,0,99805.99,0,True,False,Middle,127749.89499999999,0.6907234720921273,1,15628112
587,0,34,1,0.0,2,1,1,97932.68,0,False,True,Middle,9793.268,0.2527899725085597,0,15753754
681,0,79,0,0.0,2,0,1,170968.99,0,False,False,Elder,0.0,0.9010110440404767,1,15793726
544,1,37,2,79731.91,1,1,1,57558.95,0,True,False,Middle,91243.70000000001,0.401267178611163,0,15694717
